IncidentDuration,Severity
6427.0,2
4471.0,2
2700.0,2
4500.0,2
4250.0,2
1799.0,2
2102.0,2
32100.0,2
1800.0,2
5220.0,2
1774.0,2
4487.0,2
11366.0,2
4320.0,2
12236.0,2
2700.0,2
1769.0,2
9570.0,2
1785.0,2
1792.0,2
1905.0,2
3656.0,2
3581.0,2
1752.0,2
2684.0,2
4470.0,2
4502.0,2
3112.0,2
1771.0,2
10080.0,2
1788.0,2
7864.0,2
9595.0,2
10763.0,2
4953.0,2
5920.0,2
1860.0,2
9044.0,2
1773.0,2
32512.0,2
1723.0,2
16050.0,2
9690.0,2
24210.0,2
1230.0,2
11876.0,2
3621.0,2
1790.0,2
5689.0,2
4670.0,2
8945.0,2
9367.0,2
4659.0,2
2012.0,2
2880.0,2
3636.0,2
4641.0,2
2681.0,2
3622.0,2
2730.0,2
21600.0,2
8093.0,2
5621.0,2
1896.0,2
7981.0,2
9885.0,2
7572.0,2
4784.0,2
1767.0,2
7740.0,2
10165.0,2
2686.0,2
10386.0,2
7224.0,2
2677.0,2
21600.0,2
3644.0,2
16380.0,2
1770.0,2
8315.0,2
4500.0,2
9053.0,2
4506.0,2
1788.0,2
4590.0,2
9496.0,2
2722.0,2
2700.0,2
1755.0,2
21600.0,2
13550.0,2
1779.0,2
33714.0,2
12043.0,2
7381.0,2
6367.0,2
7975.0,2
7517.0,2
4859.0,2
5941.0,2
1748.0,2
4200.0,2
12661.0,2
4500.0,2
3600.0,2
1783.0,2
1785.0,2
8980.0,2
7588.0,2
1762.0,2
7225.0,2
7463.0,2
2686.0,2
720.0,2
7868.0,2
1738.0,2
1764.0,2
5944.0,2
3593.0,2
52530.0,2
2085.0,2
1800.0,2
4500.0,2
7105.0,2
7593.0,2
4390.0,2
5992.0,2
2690.0,2
7251.0,2
7571.0,2
7319.0,2
14534.0,2
3590.0,2
4888.0,2
3210.0,2
1771.0,2
4500.0,2
3086.0,2
6872.0,2
8655.0,2
7737.0,2
6261.0,2
9244.0,2
4659.0,2
4528.0,2
1800.0,2
8040.0,2
44160.0,2
5250.0,2
1769.0,2
8152.0,2
1785.0,2
1788.0,2
2700.0,2
1790.0,2
4920.0,2
5521.0,2
1778.0,2
5917.0,2
8517.0,2
1787.0,2
5940.0,2
14460.0,2
3787.0,2
8513.0,2
5936.0,2
7464.0,2
39430.0,2
3430.0,2
2412.0,2
4672.0,2
8261.0,2
79938.0,2
2109.0,2
4761.0,2
3659.0,2
2700.0,2
8662.0,2
1847.0,2
2682.0,2
5045.0,2
10162.0,2
3076.0,2
21600.0,2
5210.0,2
2676.0,2
6182.0,2
7612.0,2
21600.0,2
870.0,2
1781.0,2
3335.0,2
1770.0,2
2400.0,2
11160.0,2
1781.0,2
16380.0,2
6006.0,2
21600.0,2
2657.0,2
5130.0,2
21600.0,2
3891.0,2
1790.0,2
1800.0,2
1911.0,2
3588.0,2
7600.0,2
4682.0,2
4090.0,2
1530.0,2
9990.0,2
3437.0,2
21600.0,2
6012.0,2
7739.0,2
21600.0,2
1790.0,2
4530.0,2
4683.0,2
10115.0,2
21600.0,2
1800.0,2
6239.0,2
4649.0,2
10200.0,2
12776.0,2
1620.0,2
36660.0,2
7377.0,2
21600.0,2
7564.0,2
21600.0,2
7419.0,2
660.0,2
7020.0,2
1781.0,2
1782.0,2
4519.0,2
3800.0,2
4490.0,2
2679.0,2
9470.0,2
4080.0,2
2054.0,2
7734.0,2
5491.0,2
26599.0,2
7570.0,2
21210.0,2
5909.0,2
5540.0,2
2690.0,2
2690.0,2
3556.0,2
4487.0,2
2666.0,2
1769.0,2
1784.0,2
4500.0,2
1777.0,2
1800.0,2
900.0,2
3664.0,2
5447.0,2
1771.0,2
9450.0,2
8197.0,2
28830.0,2
8795.0,2
8301.0,2
7679.0,2
4666.0,2
4500.0,2
9779.0,2
2675.0,2
4730.0,2
8366.0,2
1782.0,2
4649.0,2
4500.0,2
1530.0,2
2676.0,2
7335.0,2
3248.0,2
1749.0,2
3168.0,2
6616.0,2
21600.0,2
1778.0,2
1435.0,2
2678.0,2
1605.0,2
5024.0,2
4727.0,2
7367.0,2
2682.0,2
2681.0,2
18501.0,2
3600.0,2
2675.0,2
4808.0,2
7493.0,2
21600.0,2
1741.0,2
7665.0,2
21600.0,2
2706.0,2
2684.0,2
7425.0,2
2070.0,2
900.0,2
3581.0,2
8482.0,2
14400.0,2
4928.0,2
4706.0,2
8037.0,2
2694.0,2
6085.0,2
1793.0,2
1975.0,2
5531.0,2
2672.0,2
7698.0,2
6106.0,2
4317.0,2
2664.0,2
14179.0,2
7933.0,2
4651.0,2
3216.0,2
6940.0,2
4445.0,2
5533.0,2
2906.0,2
6287.0,2
4742.0,2
9362.0,2
2684.0,2
1771.0,2
1778.0,2
21483.0,2
6305.0,2
3241.0,2
1230.0,2
1728.0,2
4724.0,2
1763.0,2
1778.0,2
13839.0,2
21600.0,2
4681.0,2
3215.0,2
1894.0,2
5609.0,2
4340.0,2
2677.0,2
7615.0,2
10357.0,2
3300.0,2
4767.0,2
1774.0,2
5134.0,2
2672.0,2
6096.0,2
8400.0,2
1784.0,2
3703.0,2
1777.0,2
3155.0,2
1200.0,2
7242.0,2
1788.0,2
4808.0,2
11552.0,2
1950.0,2
4692.0,2
7962.0,2
1765.0,2
3588.0,2
4407.0,2
7021.0,2
4500.0,2
7905.0,2
1792.0,2
3586.0,2
7195.0,2
25920.0,2
4395.0,2
26188.0,2
3181.0,2
1789.0,2
4432.0,2
1866.0,2
2430.0,2
7779.0,2
9936.0,2
3585.0,2
5424.0,2
21600.0,2
7909.0,2
2697.0,2
3792.0,2
1684.0,2
7272.0,2
3466.0,2
2741.0,2
6701.0,2
1745.0,2
5760.0,2
2802.0,2
1200.0,2
7930.0,2
8427.0,2
3664.0,2
1788.0,2
10062.0,2
7600.0,2
15480.0,2
4707.0,2
3099.0,2
7755.0,2
5730.0,2
5539.0,2
690.0,2
4364.0,2
7581.0,2
7761.0,2
7605.0,2
1784.0,2
8522.0,2
1740.0,2
1793.0,2
1305.0,2
4320.0,2
2614.0,2
1773.0,2
1800.0,2
21600.0,2
7612.0,2
37470.0,2
2681.0,2
7266.0,2
4684.0,2
4683.0,2
7951.0,2
1780.0,2
7817.0,2
7304.0,2
2700.0,2
2177.0,2
1788.0,2
1962.0,2
5092.0,2
21600.0,2
1785.0,2
1788.0,2
21600.0,2
16300.0,2
4834.0,2
6210.0,2
2700.0,2
6255.0,2
1783.0,2
3570.0,2
4706.0,2
9705.0,2
8009.0,2
1690.0,2
1200.0,2
3590.0,2
2670.0,2
5296.0,2
10598.0,2
5169.0,2
6360.0,2
4629.0,2
30540.0,2
4487.0,2
1766.0,2
21600.0,2
16103.0,2
2254.0,2
7895.0,2
48044.0,2
4500.0,2
1786.0,2
7744.0,2
4705.0,2
2687.0,2
3003.0,2
21600.0,2
6468.0,2
2692.0,2
5222.0,2
6839.0,2
4636.0,2
1791.0,2
7762.0,2
3780.0,2
4631.0,2
2696.0,2
1768.0,2
6778.0,2
19426.0,2
7322.0,2
21600.0,2
5949.0,2
12555.0,2
2700.0,2
1784.0,2
21600.0,2
21600.0,2
4551.0,2
4756.0,2
8058.0,2
7883.0,2
10815.0,2
4681.0,2
3655.0,2
21600.0,2
4776.0,2
2700.0,2
1444.0,2
1890.0,2
4508.0,2
1783.0,2
12615.0,2
4674.0,2
7827.0,2
7846.0,2
1780.0,2
3029.0,2
5036.0,2
3574.0,2
1768.0,2
1774.0,2
11484.0,2
7252.0,2
21600.0,2
4675.0,2
5041.0,2
2678.0,2
15306.0,2
21600.0,2
3780.0,2
1782.0,2
21600.0,2
2684.0,2
1800.0,2
10227.0,2
5557.0,2
21600.0,2
2703.0,2
21600.0,2
1768.0,2
1787.0,2
4501.0,2
2759.0,2
7073.0,2
3104.0,2
9048.0,2
7401.0,2
21599.0,2
13523.0,2
1793.0,2
1789.0,2
7496.0,2
5609.0,2
1710.0,2
1780.0,2
7778.0,2
7323.0,2
21600.0,2
4530.0,2
4789.0,2
1375.0,2
9663.0,2
3155.0,2
10065.0,2
3600.0,2
1781.0,2
11248.0,2
6133.0,2
9160.0,2
5955.0,2
1932.0,2
13650.0,2
16620.0,2
7898.0,2
1764.0,2
1718.0,2
3658.0,2
21600.0,2
1778.0,2
1782.0,2
10939.0,2
1777.0,2
3141.0,2
1785.0,2
7469.0,2
10960.0,2
3581.0,2
8111.0,2
5010.0,2
2520.0,2
1739.0,2
1749.0,2
4440.0,2
1740.0,2
1777.0,2
4412.0,2
1435.0,2
11041.0,2
8793.0,2
4672.0,2
8437.0,2
4500.0,2
1200.0,2
2687.0,2
23352.0,2
5576.0,2
42901.0,2
4700.0,2
2683.0,2
7813.0,2
7666.0,2
8707.0,2
21600.0,2
1470.0,2
9808.0,2
1779.0,2
9433.0,2
2076.0,2
1783.0,2
8136.0,2
308167.0,2
4599.0,2
1785.0,2
8573.0,2
14874.0,2
1392.0,2
27444.0,2
6361.0,2
11627.0,2
7719.0,2
39163.0,2
1440.0,2
4482.0,2
4530.0,2
4150.0,2
8662.0,2
1785.0,2
1792.0,2
1260.0,2
19560.0,2
1790.0,2
5398.0,2
1780.0,2
1786.0,2
7286.0,2
8903.0,2
7037.0,2
3580.0,2
7799.0,2
4609.0,2
5120.0,2
5431.0,2
2192.0,2
1782.0,2
4629.0,2
1721.0,2
1791.0,2
3920.0,2
8066.0,2
7757.0,2
4505.0,2
21600.0,2
4626.0,2
4711.0,2
3650.0,2
9865.0,2
8089.0,2
40006.0,2
9732.0,2
8325.0,2
1920.0,2
18534.0,2
1230.0,2
27140.0,2
2672.0,2
5757.0,2
2674.0,2
4909.0,2
4500.0,2
4681.0,2
7426.0,2
2687.0,2
1790.0,2
6279.0,2
4682.0,2
2130.0,2
1800.0,2
7563.0,2
5521.0,2
3564.0,2
7925.0,2
7782.0,2
10379.0,2
9077.0,2
1786.0,2
810.0,2
1777.0,2
1800.0,2
6320.0,2
3578.0,2
1860.0,2
21600.0,2
9388.0,2
3564.0,2
2707.0,2
10329.0,2
4437.0,2
21600.0,2
2652.0,2
1938.0,2
1788.0,2
1800.0,2
8127.0,2
4500.0,2
7674.0,2
45429.0,2
2009.0,2
1710.0,2
7717.0,2
7599.0,2
2590.0,2
5120.0,2
8324.0,2
5387.0,2
1800.0,2
1788.0,2
7227.0,2
5761.0,2
1560.0,2
3630.0,2
8220.0,2
1230.0,2
1261.0,2
3848.0,2
7590.0,2
21600.0,2
8286.0,2
3582.0,2
8149.0,2
7827.0,2
12090.0,2
3510.0,2
4799.0,2
21600.0,2
4502.0,2
2012.0,2
7341.0,2
7895.0,2
3576.0,2
4684.0,2
55033.0,2
7685.0,2
1721.0,2
8730.0,2
39150.0,2
2147.0,2
3090.0,2
7825.0,2
4683.0,2
6538.0,2
21600.0,2
2587.0,2
3250.0,2
7423.0,2
2670.0,2
4480.0,2
4821.0,2
3654.0,2
4560.0,2
2674.0,2
6543.0,2
9716.0,2
21600.0,2
2250.0,2
3587.0,2
7200.0,2
21600.0,2
21600.0,2
1441.0,2
3585.0,2
21600.0,2
6693.0,2
7513.0,2
1800.0,2
8089.0,2
3686.0,2
41700.0,2
4377.0,2
5941.0,2
4667.0,2
1747.0,2
1765.0,2
2704.0,2
6345.0,2
15810.0,2
2685.0,2
7967.0,2
11009.0,2
8140.0,2
21600.0,2
4634.0,2
1787.0,2
3564.0,2
1776.0,2
1758.0,2
5861.0,2
4994.0,2
7586.0,2
7400.0,2
50543.0,2
4413.0,2
8362.0,2
1860.0,2
1750.0,2
3582.0,2
6026.0,2
4501.0,2
1953.0,2
3579.0,2
4500.0,2
6724.0,2
1800.0,2
4682.0,2
1784.0,2
1760.0,2
1788.0,2
4500.0,2
4610.0,2
2713.0,2
9535.0,2
1230.0,2
1800.0,2
2682.0,2
8467.0,2
1775.0,2
7303.0,2
4422.0,2
4305.0,2
2689.0,2
8615.0,2
5580.0,2
7528.0,2
1784.0,2
1260.0,2
3221.0,2
5571.0,2
3591.0,2
11460.0,2
1784.0,2
1776.0,2
9001.0,2
4818.0,2
2689.0,2
55638.0,2
7303.0,2
7501.0,2
6491.0,2
1740.0,2
3221.0,2
8705.0,2
5754.0,2
13260.0,2
7782.0,2
4501.0,2
10360.0,2
2778.0,2
13132.0,2
7395.0,2
5882.0,2
7773.0,2
4819.0,2
3584.0,2
3630.0,2
15616.0,2
21600.0,2
1764.0,2
1904.0,2
13274.0,2
1764.0,2
1791.0,2
19876.0,2
2986.0,2
19050.0,2
4567.0,2
8821.0,2
1255.0,2
1980.0,2
2677.0,2
5409.0,2
1325.0,2
5960.0,2
10801.0,2
8511.0,2
2700.0,2
4668.0,2
1949.0,2
7502.0,2
2675.0,2
1773.0,2
7943.0,2
4872.0,2
16140.0,2
8608.0,2
2914.0,2
22495.0,2
7444.0,2
9630.0,2
21600.0,2
7796.0,2
7368.0,2
1800.0,2
1791.0,2
3571.0,2
5571.0,2
7601.0,2
1788.0,2
21600.0,2
4718.0,2
9510.0,2
3268.0,2
1307.0,2
2682.0,2
13260.0,2
4291.0,2
7350.0,2
2637.0,2
11220.0,2
9719.0,2
11928.0,2
1290.0,2
9413.0,2
4480.0,2
2687.0,2
1937.0,2
9900.0,2
1777.0,2
3285.0,2
1936.0,2
21600.0,2
3216.0,2
11968.0,2
2780.0,2
4002.0,2
7706.0,2
38318.0,2
1775.0,2
1765.0,2
4597.0,2
7779.0,2
6690.0,2
1780.0,2
1794.0,2
6811.0,2
21600.0,2
1790.0,2
10608.0,2
7525.0,2
13950.0,2
4842.0,2
12398.0,2
2280.0,2
1787.0,2
33030.0,2
21600.0,2
7647.0,2
6795.0,2
1906.0,2
22500.0,2
2820.0,2
7889.0,2
8192.0,2
1440.0,2
8436.0,2
1785.0,2
3960.0,2
7538.0,2
1656.0,2
5730.0,2
2595.0,2
1794.0,2
1779.0,2
1788.0,2
34005.0,2
4602.0,2
4681.0,2
6871.0,2
870.0,2
7668.0,2
9970.0,2
1908.0,2
21600.0,2
4863.0,2
9762.0,2
9105.0,2
1788.0,2
1728.0,2
2688.0,2
6253.0,2
14700.0,2
21600.0,2
6013.0,2
1789.0,2
8594.0,2
11173.0,2
4950.0,2
8640.0,2
22800.0,2
7512.0,2
6473.0,2
1853.0,2
7227.0,2
4343.0,2
1781.0,2
12293.0,2
3600.0,2
4890.0,2
1758.0,2
4500.0,2
1200.0,2
1793.0,2
5965.0,2
1779.0,2
3574.0,2
7188.0,2
15141.0,2
1781.0,2
7630.0,2
3577.0,2
6015.0,2
780.0,2
7769.0,2
2679.0,2
6086.0,2
21600.0,2
4508.0,2
6007.0,2
2683.0,2
5939.0,2
4501.0,2
1785.0,2
1770.0,2
1773.0,2
3424.0,2
6720.0,2
4828.0,2
4710.0,2
10482.0,2
5200.0,2
6159.0,2
3589.0,2
21600.0,2
9665.0,2
21600.0,2
7844.0,2
4995.0,2
1736.0,2
12240.0,2
1800.0,2
3084.0,2
1781.0,2
27600.0,2
4502.0,2
13749.0,2
3578.0,2
1784.0,2
2160.0,2
6956.0,2
12160.0,2
2678.0,2
7074.0,2
21600.0,2
3216.0,2
4696.0,2
2676.0,2
1783.0,2
17100.0,2
5197.0,2
2681.0,2
2633.0,2
4681.0,2
2682.0,2
2681.0,2
5997.0,2
6778.0,2
9398.0,2
2865.0,2
10042.0,2
1620.0,2
9474.0,2
4501.0,2
1792.0,2
6029.0,2
3163.0,2
5046.0,2
9895.0,2
7591.0,2
14756.0,2
8421.0,2
2504.0,2
9866.0,2
1790.0,2
43984.0,2
2662.0,2
7680.0,2
7470.0,2
30600.0,2
21600.0,2
1200.0,2
3470.0,2
1774.0,2
1762.0,2
21600.0,2
5310.0,2
21600.0,2
1800.0,2
1779.0,2
23896.0,2
7753.0,2
1766.0,2
1717.0,2
7832.0,2
6526.0,2
7332.0,2
43200.0,2
7781.0,2
5935.0,2
2677.0,2
5994.0,2
5549.0,2
1320.0,2
8745.0,2
7892.0,2
7994.0,2
2700.0,2
19984.0,2
810.0,2
8010.0,2
4022.0,2
5983.0,2
1758.0,2
4500.0,2
3465.0,2
8556.0,2
1992.0,2
5610.0,2
1790.0,2
4501.0,2
4710.0,2
3248.0,2
8280.0,2
21600.0,2
21600.0,2
1952.0,2
7467.0,2
2952.0,2
9709.0,2
7867.0,2
8451.0,2
16975.0,2
2681.0,2
4716.0,2
13739.0,2
53430.0,2
4544.0,2
7140.0,2
4931.0,2
1380.0,2
4671.0,2
9071.0,2
4719.0,2
870.0,2
2880.0,2
1230.0,2
5753.0,2
4823.0,2
1628.0,2
5352.0,2
21600.0,2
7620.0,2
10409.0,2
1788.0,2
21600.0,2
8905.0,2
1800.0,2
7781.0,2
4730.0,2
4500.0,2
1932.0,2
4681.0,2
3693.0,2
2694.0,2
2697.0,2
6000.0,2
7544.0,2
3604.0,2
6334.0,2
1780.0,2
18550.0,2
6150.0,2
7895.0,2
2687.0,2
8448.0,2
15959.0,2
3182.0,2
8071.0,2
5383.0,2
8021.0,2
25199.0,2
8072.0,2
33450.0,2
1780.0,2
3257.0,2
1748.0,2
5070.0,2
21600.0,2
4952.0,2
1785.0,2
4935.0,2
9132.0,2
1792.0,2
6122.0,2
7497.0,2
18060.0,2
12301.0,2
4752.0,2
7820.0,2
3582.0,2
4776.0,2
1777.0,2
8099.0,2
4501.0,2
3032.0,2
7695.0,2
7431.0,2
4505.0,2
1962.0,2
4458.0,2
1765.0,2
21600.0,2
8457.0,2
1953.0,2
7479.0,2
6173.0,2
4195.0,2
9890.0,2
4501.0,2
2686.0,2
9730.0,2
4546.0,2
5684.0,2
9983.0,2
21797.0,2
4861.0,2
4833.0,2
1784.0,2
8304.0,2
10839.0,2
4998.0,2
3579.0,2
5404.0,2
5063.0,2
2940.0,2
6690.0,2
2123.0,2
6073.0,2
12031.0,2
3874.0,2
4502.0,2
2726.0,2
21600.0,2
1353.0,2
4140.0,2
5760.0,2
8183.0,2
21600.0,2
8416.0,2
12360.0,2
1758.0,2
7470.0,2
5044.0,2
4748.0,2
1792.0,2
45983.0,2
3111.0,2
21600.0,2
1800.0,2
1800.0,2
1775.0,2
1890.0,2
1788.0,2
8379.0,2
7872.0,2
5763.0,2
4394.0,2
2036.0,2
7203.0,2
5435.0,2
10663.0,2
8464.0,2
5520.0,2
3577.0,2
4367.0,2
4683.0,2
4681.0,2
12547.0,2
21734.0,2
23244.0,2
3583.0,2
8132.0,2
6841.0,2
3594.0,2
4702.0,2
7499.0,2
5865.0,2
8333.0,2
4699.0,2
3902.0,2
1751.0,2
1760.0,2
5487.0,2
4825.0,2
1620.0,2
1797.0,2
1755.0,2
4611.0,2
2685.0,2
10781.0,2
17350.0,2
4479.0,2
1332.0,2
7775.0,2
23734.0,2
4755.0,2
4678.0,2
1779.0,2
4594.0,2
4350.0,2
5065.0,2
21600.0,2
7829.0,2
4500.0,2
12296.0,2
1924.0,2
1766.0,2
1788.0,2
10655.0,2
8064.0,2
5909.0,2
2679.0,2
2087.0,2
25375.0,2
2700.0,2
1807.0,2
11215.0,2
1761.0,2
25199.0,2
7110.0,2
6027.0,2
15022.0,2
4854.0,2
7648.0,2
23081.0,2
8005.0,2
1800.0,2
1788.0,2
6083.0,2
23340.0,2
7381.0,2
1717.0,2
3870.0,2
1780.0,2
1787.0,2
1777.0,2
36347.0,2
1531.0,2
3196.0,2
2532.0,2
4663.0,2
7176.0,2
5173.0,2
1791.0,2
5955.0,2
4506.0,2
3550.0,2
1927.0,2
3077.0,2
9187.0,2
7595.0,2
3761.0,2
1774.0,2
5089.0,2
3585.0,2
7709.0,2
4502.0,2
6343.0,2
1776.0,2
7320.0,2
1779.0,2
21600.0,2
3711.0,2
8737.0,2
9149.0,2
8465.0,2
8635.0,2
21600.0,2
1787.0,2
12074.0,2
1650.0,2
1650.0,2
870.0,2
2437.0,2
5333.0,2
780.0,2
8975.0,2
21600.0,2
2668.0,2
21600.0,2
4950.0,2
16743.0,2
4807.0,2
7477.0,2
5560.0,2
1783.0,2
1766.0,2
1784.0,2
8609.0,2
7856.0,2
7368.0,2
5392.0,2
1800.0,2
7701.0,2
4734.0,2
4756.0,2
2050.0,2
7767.0,2
2667.0,2
21362.0,2
1952.0,2
1780.0,2
4697.0,2
2686.0,2
1780.0,2
4587.0,2
8102.0,2
2677.0,2
9025.0,2
4829.0,2
4681.0,2
5380.0,2
21600.0,2
1799.0,2
1784.0,2
15090.0,2
7801.0,2
9977.0,2
8280.0,2
10068.0,2
13866.0,2
4681.0,2
4600.0,2
5466.0,2
9016.0,2
9062.0,2
2710.0,2
1987.0,2
3593.0,2
30510.0,2
12630.0,2
3575.0,2
7941.0,2
1793.0,2
1778.0,2
2673.0,2
1781.0,2
7629.0,2
